Nombre|Conductor|Anexo|Placa|Lat|Lon|Ubicacion|Ciudad|Poblacion Cercana|Punto de Interes|Lugar|Evento|kph|Hora Reporte|Rumbo
TAR551|||TAR551|6.95724|-73.764685||Barrancabermeja - Santander|8.2 Km. SE.: Los Laureles, Barrancabermeja, Santander|4.7 Km. E.: Hacienda La India|En: ECOPETROL VRC_GCI_LA CIRA|TDR Apagado|0|2026-06-08 14:49:35|238
TAR553|||TAR553|7.078593|-73.851617|Kr24 75 64|Barrancabermeja - Santander|2.0 Km. N.: Barrancabermeja, Santander|107 m. NE.: Droguería Farma Lap2|En: CONSORCIO TABARCA-BARRANCABERMEJA|TDR Apagado|0|2026-06-08 14:49:43|163
TAR837|Nilson Junior Ardila Barroso||TAR837|7.343922|-73.895048|Km Puerto Wilches - La Lizama|Puerto Wilches - Santander|1.3 Km. NE.: Puerto Wilches, Santander|21.5 Km. NW.: Ferrocarriles Nacionales De Colombia|En: ECOPETROL VRC-RIO CANTAGALLO|Apagado|0|2026-06-04 16:17:02|103
TAV985|||TAV985|7.042832|-73.825861|Kr64 37 98|Barrancabermeja - Santander|3.5 Km. NW.: Los Laureles, Barrancabermeja, Santander|42 m. NE.: Estación de Servicio Terpel Km 7 Barrancabermeja|En: CONSORCIO TABARCA-BARRANCABERMEJA|TDR Apagado|0|2026-06-08 14:59:22|61
TCV91G|||TCV91G|4.402329|-73.947767|Cl5Sur 1 51|Cáqueza - Cundinamarca|387 m. S.: Cáqueza, Cundinamarca|69 m. NW.: Víveres Angie|En: ENE 6234 OPEX SOT-SOC|TDR Apagado|0|2026-06-08 14:46:34|33
TCV92G|||TCV92G|4.413262|-73.954984|Cl8 7 918|Cáqueza - Cundinamarca|1.3 Km. NW.: Cáqueza, Cundinamarca|154 m. E.: Piscina Municipal Cáqueza|En: ENE 6234 OPEX SOT-SOC|Hibernacion|0|2026-06-08 12:41:19|193
TCV93G|||TCV93G|4.506228|-73.348921|Cl8 7 56|Medina - Cundinamarca|263 m. SE.: Medina, Cundinamarca|2.1 Km. N.: Aeropuerto Medina|En: ENE 6234 OPEX SOT-SOC|Hibernacion|0|2026-06-08 10:00:13|275
TCV94G|José Adrián Rojas Martínez||TCV94G|4.400169|-73.94557|Cl3Sur 3 83|Cáqueza - Cundinamarca|620 m. S.: Cáqueza, Cundinamarca|111 m. SE.: Víveres Don Fabio|En: ENE 6234 OPEX SOT-SOC|Reconexion Equipo|0|2026-06-08 14:02:21|0
TCW97G|||TCW97G|4.39921|-73.949094|Cl4 4Sur 42|Cáqueza - Cundinamarca|763 m. S.: Cáqueza, Cundinamarca|178 m. SW.: Barrio Villas del Palmar Alto|En: ENE 6234 OPEX SOT-SOC|TDR Apagado|0|2026-06-08 14:56:45|44
TIM-003|||TIM-003|||||||||0||0
TIM-005|||TIM-005|5.976364|-74.58641|Kr4 17 24|Puerto Boyacá - Boyacá|779 m. E.: Puerto Boyacá, Boyacá|23 m. N.: Vidriería Nissi|En: 2|TDR Apagado|0|2024-04-12 16:49:50|153
TIM-013|||TIM-013|||||||||0||0
TSX673|||TSX673|7.080233|-73.849063|Kr31 76b 71|Barrancabermeja - Santander|2.2 Km. N.: Barrancabermeja, Santander|434 m. NE.: Droguería Farma Lap2|En: CALIBRATION SERVICES|Reconexion Equipo|0|2026-02-01 08:53:19|0
TTS993|||TTS993|6.955071|-73.772618|Km 12 Troncal Magdalena-Barrancabermeja|Barrancabermeja - Santander|8.0 Km. SE.: Los Laureles, Barrancabermeja, Santander|4.0 Km. E.: Hacienda La India|En: VRC Base Gran Estación Centro|TDR Apagado|0|2026-06-08 14:54:58|82
UBV000|||UBV000|7.080509|-73.830493|A 280 m. de Empresa de Servicios Públicos Aguas de Barrancabermeja S.A|Barrancabermeja - Santander|3.4 Km. NE.: Barrancabermeja, Santander|280 m. N.: Empresa de Servicios Públicos Aguas de Barrancabermeja S.A|En: CONSORCIO TABARCA-BARRANCABERMEJA|TDR Apagado|0|2026-06-08 15:00:27|0
UFX751|German Horacio Suarez Navarro||UFX751|6.955481|-73.772135|Km 12 Troncal Magdalena-Barrancabermeja|Barrancabermeja - Santander|7.9 Km. SE.: Los Laureles, Barrancabermeja, Santander|4.0 Km. E.: Hacienda La India|En: VRC Base Gran Estación Centro|Encendido|0|2025-12-18 10:26:43|172
VNA44F|||VNA44F|4.607504|-74.114078|Kr40 1c 36|Bogotá D.C. - Cundinamarca|835 m. S.: Puente Aranda, Bogotá D.C., Cundinamarca|37 m. SW.: Lavandería Lavaseco Los Cristales|En: ENE 6234 OPEX SOT-SOC|Hibernacion|10|2026-06-08 11:53:26|113
WDP110|||WDP110|8.635291|-72.732368|Kr3 2 57|Tibú - Norte de Santander|982 m. SE.: Tibú, Norte de Santander|65 m. SW.: Colegio Francisco Jose de Caldas|En: PARQUEDERO TIBÚ|TDR Apagado|0|2026-06-08 14:47:11|263
WDP291|||WDP291|8.635313|-72.732257|Kr3 2 53|Tibú - Norte de Santander|988 m. SE.: Tibú, Norte de Santander|54 m. SW.: Colegio Francisco Jose de Caldas|En: PARQUEDERO TIBÚ|TDR Apagado|0|2026-06-08 14:49:29|222
WDP292|||WDP292|8.635318|-72.732293|Kr3 2 57|Tibú - Norte de Santander|985 m. SE.: Tibú, Norte de Santander|57 m. SW.: Colegio Francisco Jose de Caldas|En: PARQUEDERO TIBÚ|TDR Apagado|0|2026-06-08 14:49:27|111
WHO414|||WHO414|7.086554|-73.83965|A 341 m. de Escuela Educativa Barrio San Silvestre|Barrancabermeja - Santander|3.3 Km. NE.: Barrancabermeja, Santander|341 m. N.: Escuela Educativa Barrio San Silvestre|En: CONSORCIO TABARCA-BARRANCABERMEJA|GPS Adquirido|0|2026-06-08 14:43:02|0
WNL990|(Desactivadas) Cliente Drummond 4||WNL990|9.778335|-73.466154|A 1385 m. de Hacienda Nueva Oicha|Agustín Codazzi - Cesar|17.4 Km. N.: Boquerón, La Jagua de Ibirico, Cesar|1.4 Km. N.: Hacienda Nueva Oicha|En: DRUMMOND EQP_LIVIANO|TDR Apagado|0|2024-08-05 18:22:28|84
WNL992|||WNL992|9.771669|-73.418595|A 2049 m. de Hacienda Normandia|Becerril - Cesar|15.8 Km. N.: Boquerón, La Jagua de Ibirico, Cesar|2.0 Km. NW.: Hacienda Normandia|En: DRUMMOND EQP_LIVIANO|TDR Encendido|0|2025-06-09 19:37:49|177
WNL994|||WNL994|11.160747|-72.594798|Kr6 4 94|Maicao - La Guajira|316 m. W.: Albania, Maicao, La Guajira|117 m. SW.: Sala de Belleza Yei Estilo|En: ADMON_Vehiculos_Equipos Stand By|TDR Apagado|0|2024-10-30 12:42:54|359
WNL996|||WNL996|9.625646|-73.589452|Cl11e 7 10|El Paso - Cesar|921 m. NE.: La Loma, El Paso, Cesar|509 m. N.: Hotel Real de Minas|En: DRUMMOND FACILIDADES|TDR Apagado|0|2025-06-28 18:13:59|145
WNN254|TECNICO COLTRACK OSWALDO LEGUIZAMON||WNN254|4.896588|-74.035214|Via Canelon|Cajicá - Cundinamarca|2.6 Km. SW.: Cajicá, Cundinamarca|36 m. NW.: Hacienda El Refugio|82.0 Km. SE.: CENIT ESTACIONES-PUERTO SALGAR|TDR Encendido|0|2026-06-08 15:01:08|238
WOO039|Jarlisson Andrey Carrion Velandia||WOO039|4.483593|-73.935442|Kr3 4 17|Ubaque - Cundinamarca|119 m. NW.: Ubaque, Cundinamarca|12 m. W.: Escuela Ubaque|En: ENE 6234 OPEX SOT-SOC|TDR Encendido|0|2026-06-08 15:00:49|145
WOY414|Taller La Amistad La Jagua de Ibirico||WOY414|9.56589|-73.329552|Cl14 3 75|La Jagua de Ibirico - Cesar|903 m. NE.: La Jagua de Ibirico, Cesar|40 m. E.: Restaurante Menu Urbano|En: DRUMMOND EQP_LIVIANO|Hibernacion|0|2026-05-05 09:59:48|223
WOY418|||WOY418|9.625974|-73.589523|Cl11f 7 1|El Paso - Cesar|945 m. NE.: La Loma, El Paso, Cesar|541 m. N.: Hotel Real de Minas|En: DRUMMOND FACILIDADES|Hibernacion|0|2025-04-23 15:49:51|284
WOY420|||WOY420|11.127386|-72.629103||Maicao - La Guajira|5.5 Km. SW.: Albania, Maicao, La Guajira|5.2 Km. SW.: Restaurante Hissy N.1|En: CERREJON|Apagado|1|2024-04-28 16:26:13|215
WOY421|||WOY421|9.565918|-73.329563|Cl14 3 75|La Jagua de Ibirico - Cesar|904 m. NE.: La Jagua de Ibirico, Cesar|39 m. E.: Restaurante Menu Urbano|En: DRUMMOND EQP_LIVIANO|TDR Encendido|0|2026-02-21 19:08:05|326
WOY427|||WOY427|9.683217|-73.520787|A 1357 m. de Hacienda El Paraiso|Becerril - Cesar|10.8 Km. NE.: La Loma, El Paso, Cesar|1.4 Km. N.: Hacienda El Paraiso|En: DRUMMOND EQP_LIVIANO|TDR Encendido|42|2026-04-07 13:16:41|359
WOY428|||WOY428|9.587651|-73.514528||Chiriguana - Cesar|9.4 Km. E.: La Loma, El Paso, Cesar|5.3 Km. W.: Hacienda Borrero|En: DRUMMOND FACILIDADES|Apagado|0|2026-03-09 06:55:03|342
XTR03H|||XTR03H|4.502292|-73.344612|Medina|Medina - Cundinamarca|894 m. SE.: Medina, Cundinamarca|1.7 Km. N.: Aeropuerto Medina|En: ENE 6234 OPEX SOT-SOC|Hibernacion|0|2026-06-08 14:57:23|94
